Gene ID	Ensembl Gene ID	Ensembl Transcript ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ADRB3	ENSG00000188778.5	ENST00000345060.4	0	0	0	0	0	0	5.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	2.45	0	4.01	4.09	0	0	0	0	0	0	0	0	0	10.805	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	ENSG00000188157.14	ENST00000379370.6	8.25	9.36	2.09	11.56	11.425	10.1	8.91	6.725	7.085	7.085	2.08	3.41	11.74	8.28	5.99	4.97	5.47	6.55	5.36	5.5	12.64	14.78	23.565	14.12	17.68	9.08	9.19	10.31	11.75	8.92	13.33	4.04	2.96	22.73	30.37	5.08	21.395	20.9	0	9.74	4.92	9.95	7.27	13.97	14.25	13.42	8.5	5.41	8.61	11.93	39.64	11.62	11.32	0
AGRN	ENSG00000188157.14	ENST00000419249.2	0	0	0	0	0	0	0	2.83	3.52	2.715	0	0	6.98	4.22	1.97	2.105	1.995	2.43	1.96	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84	0	0	0	0
AGRN	ENSG00000188157.14	ENST00000461111.1	4.31	6.12	1.67	4.335	5.41	4.01	6.37	9.195	10.37	9.605	1.94	3.5	21.69	13.95	7.38	7.155	6.66	9.44	6.94	6.65	8.54	3.31	14.95	8.16	11.585	5.13	6.255	5.66	10.16	4.6	7.94	3.39	2.755	26.44	44.505	6.95	18.39	13.405	0	7.31	3.25	9.02	7	13.04	10.93	9.81	5.36	4.69	6.69	14.39	29.99	6.515	9.39	0
AGRN	ENSG00000188157.14	ENST00000466223.1	0	0	0	0	0	0	0	0	1.68	1.555	0	0	5.1	2.97	1.5	0	0	0	0	0	1.58	0	2.535	1.92	3.565	0	0	0	1.87	0	1.91	0	0	3.72	5.86	0	2.96	2.995	0	0	0	1.52	2.07	3.07	0	0	0	0	0	4.01	7.66	0	2.35	0
AGRN	ENSG00000188157.14	ENST00000477585.1	0	0	0	0	0	0	0	0	0	0	0	0	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	ENSG00000188157.14	ENST00000479707.1	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85	0	0	0
AGRN	ENSG00000188157.14	ENST00000492947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71	0	0	0	0	0	0	0	0	0	0	1.69	4.525	0	1.565	1.865	0	0	0	0	0	1.56	0	0	0	0	0	0	4.63	0	0	0
AGRN	ENSG00000188157.14	ENST00000620552.4	0	0	0	0	0	0	0	0	2.375	0	0	0	7.04	5.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000311278.10	0	0	0	0	0	1.57	0	0	0	0	0	2.63	0	0	0	0	0	0	0	0	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000391844.8	4.05	3.32	4.815	5.32	4.65	7.14	5.18	0	1.54	0	1.82	3.72	2.26	1.88	0	0	0	0	0	0	3.37	11.435	10.635	2.26	5.36	5.81	2.775	5.92	3.09	6.15	6.31	3.68	2.88	0	0	0	2.485	3.045	8.92	4.6	7.83	0	3.36	2.58	2.31	2.67	2.46	0	1.66	0	2.76	7.815	3.045	0
AKT2	ENSG00000105221.16	ENST00000392037.5	0	0	1.675	0	0	0	0	0	0	0	3.92	6.27	0	0	0	0	0	0	0	0	0	0	0	1.73	2.165	0	0	0	0	0	1.85	0	0	0	2.02	0	0	0	0	1.78	2.49	0	4.15	1.73	0	0	0	1.71	0	1.57	3.48	1.81	0	0
AKT2	ENSG00000105221.16	ENST00000392038.6	16.7	12.12	10.595	10.98	10.865	12.81	16.81	6.375	6.675	7.285	38.69	42.66	8.95	6.72	6.4	6.56	8.085	6.54	6.96	5.53	14.95	13.54	18.85	20.94	23.29	16.06	11.405	15.69	10.14	15.17	18.19	7.03	5.035	12.05	13.995	8.06	13.88	11.74	9.34	18.4	25.42	7.61	22.61	17.86	14.02	13.79	12.77	14.57	7.97	15.22	37.63	19.275	16.86	6.89
AKT2	ENSG00000105221.16	ENST00000416362.5	0	0	0	0	0	0	0	0	0	0	3.34	4.59	0	0	0	0	0	0	0	0	0	0	0	1.79	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.425	0	1.52	0	0	0	0	0	0	0	0	1.715	0	0
AKT2	ENSG00000105221.16	ENST00000416994.6	0	0	0	0	0	0	0	0	0	0	2.4	3.27	0	0	0	0	0	0	0	0	0	0	0	2.22	2.53	0	0	0	0	0	1.87	0	0	0	2.1	0	0	0	0	1.86	1.795	0	4.45	0	0	0	0	0	0	0	2.3	2.26	0	0
AKT2	ENSG00000105221.16	ENST00000423127.5	0	0	0	0	0	0	0	0	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000424901.5	0	0	0	0	0	0	0	0	0	0	2.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000427375.1	0	0	0	0	0	0	0	0	0	0	1.66	2.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000441941.6	0	0	0	0	0	0	0	0	0	0	6.44	8.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31	0	0	0	2.4	0	0	0	0	0	0	0	8.18	0	0	0
AKT2	ENSG00000105221.16	ENST00000476266.5	11.54	13.59	15.075	13.52	12.935	10.92	12.83	4.285	5.06	4.015	0	0	4.41	5.18	4.29	4.27	4.45	4.33	3.29	4.41	9.62	13.215	10.42	16.3	17.265	13.91	8.81	11.11	15.57	11.03	18.84	8.55	8.96	8.41	14.91	18.615	6.725	4.78	23.57	6.06	4.125	2.705	6.95	12.91	11.44	10.65	7.95	12.41	5.57	10.53	13.07	13.655	8.73	0
AKT2	ENSG00000105221.16	ENST00000483166.5	7.71	5.96	5.835	5.295	4.79	4.84	7.21	2.125	2.74	2.89	28.91	37.65	6.5	4.07	2.8	2.915	3.515	2.17	3.83	2.12	7.28	2.725	3.335	9.9	15.57	6.42	4.87	6.29	4.4	5.13	12.08	4.18	1.97	4.55	11.49	4.625	8.01	6.565	4.33	12.65	20.125	3.02	19.33	13.1	5.785	6.67	4.89	7.74	3.5	14.82	26.17	12.465	12.44	0
AKT2	ENSG00000105221.16	ENST00000486368.6	6.45	5.59	3.83	5.385	6.27	5.69	3.35	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63	7.275	6.435	2.41	10.605	4.95	3.525	4.63	7.54	4.86	7.39	3.01	1.56	2.4	5.25	4.64	3.425	3.095	4.34	4.21	3.185	0	1.65	3.86	5.91	6.41	3.36	3.16	2.24	4.73	5.11	7.38	3.815	0
AKT2	ENSG00000105221.16	ENST00000486647.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000487537.2	0	0	0	0	0	0	0	0	0	0	2.05	2.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89	2.24	0	0	0	0	0	0	0	0	0	2.65	0	0	0
AKT2	ENSG00000105221.16	ENST00000489375.5	2.47	1.93	1.525	2	1.59	2.08	2.39	0	0	0	3.75	4.92	0	0	0	0	0	0	0	0	2.5	0	0	3.74	3.26	2.19	0	1.82	0	1.7	3.93	0	0	0	1.845	0	2.79	1.76	2.68	3.63	3.815	0	3.61	2.63	2.95	3.14	1.75	1.86	0	3.46	5.22	3.11	2.975	0
AKT2	ENSG00000105221.16	ENST00000496089.6	3.28	2.82	2.39	2.34	2.085	1.76	2.69	0	0	0	8.03	10.21	2.04	0	0	0	0	0	0	0	3.56	0	2.68	3.3	4.85	2.67	2.415	2.57	2.13	2.19	4.49	0	0	1.5	0	1.915	3.445	2.665	0	3.11	5.405	0	5.12	3.54	3.545	3.13	3.16	3.86	1.73	2.82	7.45	4.12	4.13	0
AKT2	ENSG00000105221.16	ENST00000497948.5	0	0	0	0	0	0	0	0	0	0	2.02	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000498350.1	0	0	0	0	0	0	0	0	0	0	2.71	3.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000537834.5	5.35	3.6	3.245	3.675	3.455	3.56	5.25	0	0	1.54	9.19	14.56	3.37	1.81	0	1.51	1.64	0	2.59	0	4.99	2.965	3.045	6.51	8.615	4.04	2.905	4.07	2.54	3.7	8.39	2.38	0	2.39	5.015	1.905	4.785	3.73	4.11	8.08	9.565	2.115	8.57	5	4.155	4.45	3.28	3.35	2.18	5.99	12.59	7.76	7.065	0
AKT2	ENSG00000105221.16	ENST00000578615.5	0	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000578975.1	0	0	0	0	0	0	0	0	0	0	1.65	2.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0	0	0
AKT2	ENSG00000105221.16	ENST00000579047.5	3.05	2.62	2.375	1.995	2.12	0	2.78	0	0	0	9	12.2	1.52	0	0	0	0	0	0	0	3.36	1.87	3.145	4.72	5.36	2.3	2.46	2.26	2.66	1.98	3.95	0	0	2.84	6.07	2.28	3.385	2.805	0	3.8	3.525	1.86	4.61	4.44	3.16	3.24	3.17	4.83	2.13	4.91	9.54	3.66	4.44	0
AKT2	ENSG00000105221.16	ENST00000579345.5	1.64	0	0	0	0	0	0	0	0	0	2.53	4.41	0	0	0	0	0	0	0	0	0	0	0	3.21	0	0	0	0	0	0	1.81	0	0	0	0	0	1.51	0	0	3.05	1.975	0	3.24	0	0	0	0	0	0	0	4.26	1.815	1.645	0
AKT2	ENSG00000105221.16	ENST00000580747.5	0	0	0	0	0	0	0	0	0	0	1.77	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221.16	ENST00000581582.1	0	0	0	0	0	0	1.88	0	0	0	4.04	5.73	0	0	0	0	0	0	0	0	0	0	0	2.26	3.345	1.92	0	1.64	0	1.57	3.05	0	0	0	2.315	0	0	0	0	2.85	3.355	0	4.45	1.55	0	0	0	0	0	2.71	3.26	3.1	0	0
AKT2	ENSG00000105221.16	ENST00000584288.5	3.49	3.06	3.205	5.315	4.3	5.22	4.73	0	0	0	0	1.61	0	0	0	0	0	0	0	0	3.44	6.21	7.175	4.25	4.8	4.22	2.615	3.63	4.62	3.65	6.31	0	0	0	0	0	2.85	3.015	7.9	4.52	3.085	0	2.02	2.41	3.76	4.4	2.96	2.03	1.83	0	4.66	5.375	3.535	0
AKT2	ENSG00000105221.16	ENST00000596634.5	4.61	4.54	5.565	7.36	5.63	7.85	9.44	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61	11.745	10.7	8.23	1.705	5.85	3.615	5.48	6.05	5.31	7.22	2.54	1.645	0	0	1.795	4.27	4.305	13.5	3.65	2.595	0	0	4.57	5.92	6.88	4.19	3.41	3.23	0	2.27	7.71	6.19	0
AKT2	ENSG00000105221.16	ENST00000601166.5	0	0	0	0	0	0	0	0	0	0	1.67	2.38	0	0	0	0	0	0	0	0	0	0	0	0	1.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.635	0	1.59	0	0	0	0	0	0	0	1.86	0	0	0
APOA5	ENSG00000110243.11	ENST00000227665.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOA5	ENSG00000110243.11	ENST00000433069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOA5	ENSG00000110243.11	ENST00000542499.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBR	ENSG00000184730.10	ENST00000431282.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96	0	0	0	1.51	0	0	0	0	0	6.32	0	0	0	0	0	0	0	0	0	4.78	19.03	0	0	0	0	0	28.08
APOBR	ENSG00000184730.10	ENST00000564831.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71	0	0	0	0	0	0	0	0	0	4.565	0	0	0	0	0	0	0	0	0	3.33	12.07	0	0	0	0	0	14.89
ATXN2L	ENSG00000168488.18	ENST00000325215.10	1.54	0	0	1.925	1.525	1.82	1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.84	3.105	0	2.115	1.63	1.515	0	0	0	2.43	0	0	0	0	0	1.93	0	0	0	0	0	0	0	2.065	1.87	2.32	1.88	0	8.06	0	1.91	0	0
ATXN2L	ENSG00000168488.18	ENST00000336783.8	17.92	17.88	13.905	24.94	21.87	20.85	24.83	3.93	5.04	5.81	57.98	75.56	14	8.19	5.23	6.99	5.49	3.91	8.95	5.15	17.64	9.385	19.225	28.3	35.61	25.88	17.805	23.4	15.77	21.17	26.53	8.42	5.545	12.92	25.395	9.5	34.235	20.56	2.56	35.35	22.505	5.725	46.83	32.9	16.41	17.39	20.43	32.74	11.55	37.85	40.25	34.95	26.87	0
ATXN2L	ENSG00000168488.18	ENST00000340394.12	8.03	6.48	7.195	5.92	5.9	6.82	9.16	3.215	5.035	3.965	10.11	11.96	9.23	8.17	3.68	4.945	4.67	3.45	4.2	2.96	8.27	13.815	20.08	11.5	10.8	6.92	6.88	6.24	7.63	6.22	13.52	2.98	1.79	3.49	3.755	1.86	8.12	7.67	7.37	8.67	10.94	3.79	11.57	6.31	9.665	10.38	8.28	8.04	6.31	17.98	8.98	10.795	8.35	1.68
ATXN2L	ENSG00000168488.18	ENST00000382686.8	3.9	2.77	2.93	2.8	2.68	3.39	3.89	0	0	0	1.75	2.03	1.67	0	0	0	0	0	0	0	3.6	5.22	10.855	2.78	4.31	3.23	3.01	2.6	2.84	2.57	5.45	0	0	0	0	0	3.735	3.265	3.5	3.31	4.26	2.035	3.42	2.6	4.77	4.94	4.56	4.31	2.97	8.7	3.04	4.565	2.87	0
ATXN2L	ENSG00000168488.18	ENST00000395547.6	0	0	0	0	0	0	2.1	0	0	0	1.56	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13	0	1.98	0	2.24	0	0	0	0	0	0	0	0	0	0	0	0	1.84	1.5	0	0	0	0	0	9.12	0	0	0	0
ATXN2L	ENSG00000168488.18	ENST00000561539.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0	0	0	0	0	1.64	0	0	0	0	0	1.53	0	0	0
ATXN2L	ENSG00000168488.18	ENST00000561732.1	0	0	0	0	0	0	0	0	0	0	3.56	4.99	0	0	0	0	0	0	0	0	0	0	1.855	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0	0	0	0	0	2.42	1.54	0	0	1.54	1.81	0	3.9	1.76	0	0	0
ATXN2L	ENSG00000168488.18	ENST00000562583.5	3.16	3.21	1.91	3.16	3.22	3.06	6.39	1.83	2.43	0	7	7.39	3.93	3.18	2.15	2.96	1.81	0	1.75	1.72	3.18	3.95	4.055	3.66	3.605	5.21	3.565	4.96	3.61	5.2	4.45	1.83	0	2.27	4.125	1.565	4.95	3.645	0	4.26	3.06	1.66	7.46	4.44	3.94	3.89	3.92	5.01	2.64	47.77	4.3	3.73	3.64	0
ATXN2L	ENSG00000168488.18	ENST00000562686.1	0	0	0	0	0	0	0	0	0	0	1.73	2.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0	0	0	0	1.95	0	0	0	1.72	1.99	0	2.94	0	0	0	0
ATXN2L	ENSG00000168488.18	ENST00000562867.5	2.3	0	0	1.56	0	2.29	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	2.295	0	2.31	0	0	0	0	2.105	2.27	1.73	0	0	1.6	2.34	1.965	1.74	0
ATXN2L	ENSG00000168488.18	ENST00000563314.5	0	1.58	0	1.78	1.72	0	1.73	0	0	0	5.03	6.9	0	0	0	0	0	0	0	0	0	0	2.48	1.73	2.28	1.79	1.905	1.89	1.75	1.79	2.83	0	0	0	2.05	0	2.625	1.525	0	1.64	2.18	0	3.38	2.4	1.66	0	2.72	3.12	0	3.53	2.93	2.36	1.765	0
ATXN2L	ENSG00000168488.18	ENST00000564035.5	0	1.55	1.715	0	0	0	0	0	0	0	4.86	6.72	0	0	0	0	0	0	0	0	0	0	0	2.76	3.375	1.51	1.63	0	2.06	0	1.72	0	0	0	2.69	0	2.73	1.55	0	2.2	2.85	0	6.12	3.9	0	0	1.93	3.56	0	3.45	4.78	2.61	2.975	0
ATXN2L	ENSG00000168488.18	ENST00000564162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN2L	ENSG00000168488.18	ENST00000564284.1	2.13	1.6	0	2.25	1.765	2.12	1.93	0	0	0	1.76	2.52	0	0	0	0	0	0	0	0	2.33	0	2.46	2.16	2.25	1.55	1.505	1.54	0	0	0	0	0	0	0	0	3.735	2.24	0	3.14	2.105	0	2.35	2.06	2.405	2.03	2.39	2.28	0	3.24	3.13	2.385	2.72	0
